constant,area,yearc
1,43,1964
1,57,1918
1,102,1918
1,58,1969
1,50,1957.5
1,49,1969
1,81,1970
1,28,1972
1,104,1990
1,67,1918
1,65,1918
1,70,1985
1,73,1934
1,82,1953
1,84,1957.5
1,45,1933
1,60,1929
1,67,1957.5
1,74,1960
1,45,1984
1,84,1965
1,100,1954
1,100,1918
1,98,1929
1,56,1992
1,50,1954
1,62,1957.5
1,64,1918
1,53,1972
1,80,1918
1,69,1961
1,86,1957.5
1,35,1971
1,61,1939
1,80,1976
1,40,1929
1,62,1929
1,65,1918
1,48,1957.5
1,75,1957.5
1,60,1957.5
1,92,1957.5
1,62,1957.5
1,84,1974
1,62,1939
1,144,1918
1,45,1984
1,53,1963
1,60,1918
1,65,1957.5
1,76,1929
1,65,1929
1,45,1918
1,45,1960
1,100,1960
1,67,1960
1,52,1960
1,85,1918
1,94,1972
1,58,1959
1,30,1958
1,92,1918
1,70,1951
1,70,1918
1,95,1984
1,42,1958
1,90,1959
1,46,1985
1,70,1967
1,56,1973
1,55,1983
1,30,1972
1,56,1962
1,70,1957.5
1,92,1918
1,53,1939
1,52,1959
1,65,1985
1,62,1967
1,68,1970
1,45,1937
1,62,1957.5
1,52,1958
1,45,1956
1,66,1991
1,87,1929
1,58,1957.5
1,84,1958
1,98,1988
1,70,1995
1,83,1968
1,99,1968
1,70,1970
1,73,1992
1,112,1918
1,58,1918
1,52,1957.5
1,35,1957.5
1,51,1969
1,30,1969
1,60,1961
1,73,1918
1,66,1952
1,59,1918
1,62,1962
1,31,1965
1,77,1957.5
1,67,1939
1,57,1959
1,88,1957.5
1,79,1960
1,65,1918
1,102,1918
1,64,1929
1,35,1974
1,80,1970
1,65,1971
1,64,1972
1,41,1972
1,40,1957.5
1,56,1958
1,80,1918
1,64,1918
1,110,1918
1,96,1983
1,62,1918
1,70,1924
1,100,1970
1,96,1991
1,44,1963
1,33,1960
1,60,1952
1,32,1957.5
1,68,1918
1,106,1977
1,47,1929
1,78,1981
1,60,1961
1,85,1964
1,72,1958
1,105,1980
1,70,1983
1,38,1971
1,40,1929
1,28,1957
1,56,1972
1,35,1976
1,70,1962
1,106,1953
1,33,1972
1,100,1983
1,28,1939
1,65,1957.5
1,59,1918
1,54,1937
1,34,1957
1,55,1984
1,81,1929
1,76,1966
1,69,1939
1,60,1991
1,83,1918
1,31,1970
1,60,1991
1,79,1962
1,76,1929
1,52,1929
1,37,1965
1,87,1991
1,110,1929
1,80,1969
1,33,1991
1,77,1918
1,71,1969
1,65,1957.5
1,63,1971
1,65,1962
1,87,1989
1,80,1983
1,43,1918
1,79,1975
1,48,1918
1,61,1972
1,64,1991
1,90,1918
1,76,1937
1,57,1918
1,36,1972
1,93,1957.5
1,90,1955
1,79,1957
1,92,1955
1,80,1955
1,80,1918
1,70,1918
1,59,1938
1,55,1955
1,41,1951
1,56,1954
1,70,1972
1,88,1959
1,86,1970
1,57,1957.5
1,68,1981
1,28,1957.5
1,56,1924
1,96,1940
1,65,1983
1,76,1983
1,73,1969
1,66,1967
1,46,1957.5
1,54,1957.5
1,76,1957.5
1,68,1961
1,78,1962
1,36,1961
1,61,1957.5
1,79,1963
1,34,1957.5
1,32,1960
1,68,1973
1,140,1939
1,54,1983
1,80,1960
1,73,1981
1,50,1993
1,51,1989
1,35,1972
1,66,1929
1,96,1970
1,98,1918
1,64,1924
1,52,1974
1,72,1968
1,60,1965
1,47,1971
1,78,1967
1,55,1967
1,72,1918
1,68,1918
1,32,1918
1,57,1958
1,87,1918
1,78,1918
1,78,1982
1,65,1957.5
1,42,1939
1,52,1966
1,61,1957.5
1,75,1958
1,63,1957.5
1,103,1949
1,70,1957.5
1,75,1957.5
1,68,1983
1,43,1939
1,28,1962
1,32,1960
1,91,1960
1,64,1937
1,48,1956
1,76,1937
1,82,1962
1,123,1918
1,68,1939
1,57,1954
1,50,1969
1,98,1929
1,110,1939
1,90,1985
1,78,1968
1,92,1918
1,51,1957.5
1,70,1929
1,58,1937
1,76,1924
1,83,1991
1,37,1966
1,74,1918
1,68,1929
1,110,1929
1,72,1918
1,93,1970
1,45,1992
1,71,1986
1,99,1957.5
1,100,1966
1,62,1996
1,64,1931
1,81,1959
1,85,1929
1,120,1918
1,85,1939
1,84,1967
1,52,1972
1,106,1939
1,72,1955
1,53,1984
1,48,1962
1,51,1955
1,50,1982
1,48,1957.5
1,83,1959
1,50,1986
1,86,1994
1,92,1918
1,77,1974
1,97,1971
1,45,1972
1,48,1918
1,37,1953
1,45,1957.5
1,94,1972
1,88,1939
1,97,1918
1,38,1972
1,90,1960
1,110,1918
1,54,1991
1,93,1918
1,67,1929
1,65,1959
1,64,1963
1,125,1929
1,81,1971
1,49,1960
1,96,1986
1,84,1939
1,83,1957.5
1,92,1929
1,54,1972
1,106,1959
1,60,1967
1,65,1972
1,86,1973
1,82,1959
1,83,1989
1,33,1939
1,60,1955
1,43,1954
1,93,1957.5
1,110,1918
1,33,1918
1,44,1957.5
1,92,1957.5
1,79,1978
1,58,1918
1,62,1957.5
1,53,1960
1,100,1918
1,50,1964
1,83,1961
1,61,1954
1,23,1957
1,80,1983
1,39,1939
1,88,1977
1,35,1929
1,82,1971
1,60,1918
1,60,1986
1,75,1963
1,89,1957.5
1,60,1918
1,80,1941
1,64,1960
1,100,1929
1,57,1960
1,69,1918
1,100,1924
1,76,1929
1,92,1958
1,105,1982
1,137,1918
1,35,1957.5
1,64,1970
1,82,1962
1,50,1991
1,78,1994.5
1,42,1939
1,72,1918
1,63,1958
1,100,1918
1,58,1960
1,29,1957.5
1,103,1939
1,114,1918
1,37,1971
1,64,1965
1,104,1918
1,70,1918
1,53,1972
1,101,1929
1,113,1972
1,69,1939
1,108,1918
1,71,1968
1,53,1982
1,70,1967
1,33,1956
1,50,1957.5
1,50,1957.5
1,103,1930
1,55,1918
1,102,1979
1,79,1957.5
1,146,1979
1,44,1966
1,40,1918
1,75,1940
1,54,1929
1,41,1956
1,82,1973
1,38,1966
1,92,1973
1,50,1957.5
1,83,1972
1,58,1972
1,65,1918
1,44,1973
1,82,1984
1,68,1965
1,60,1918
1,70,1957.5
1,32,1972
1,120,1918
1,40,1957.5
1,50,1991
1,28,1963
1,79,1970
1,45,1957.5
1,100,1971
1,63,1985
1,55,1972
1,54,1962
1,67,1963
1,59,1933
1,85,1994.5
1,65,1918
1,58,1986
1,76,1992
1,56,1957.5
1,70,1989
1,52,1972
1,65,1962
1,43,1991
1,68,1964
1,90,1979
1,64,1957
1,70,1965
1,40,1929
1,26,1972
1,39,1983
1,48,1932
1,70,1991
1,35,1995
1,37,1957.5
1,82,1984
1,58,1918
1,39,1991
1,71,1918
1,32,1972
1,87,1957.5
1,45,1918
1,38,1957.5
1,42,1964
1,125,1918
1,101,1980
1,78,1957
1,62,1993
1,89,1930
1,65,1918
1,43,1959
1,51,1986
1,58,1938
1,86,1957
1,53,1980
1,59,1994
1,73,1963
1,72,1972
1,64,1935
1,95,1918
1,29,1957.5
1,64,1918
1,36,1955
1,110,1918
1,28,1929
1,58,1918
1,32,1972
1,70,1918
1,60,1959
1,34,1957
1,113,1929
1,57,1957.5
1,80,1924
1,37,1929
1,68,1957.5
1,78,1980
1,46,1918
1,75,1972
1,39,1968
1,73,1968
1,65,1959
1,68,1918
1,34,1957
1,50,1957.5
1,70,1961
1,75,1961
1,41,1957.5
1,84,1991
1,59,1957.5
1,60,1956
1,32,1957.5
1,68,1979
1,52,1960
1,67,1939
1,90,1961
1,56,1955
1,56,1962
1,50,1972
1,91,1939
1,58,1984
1,86,1962
1,31,1972
1,78,1955
1,57,1972
1,118,1918
1,109,1918
1,70,1918
1,82,1985
1,82,1972
1,75,1971
1,85,1957.5
1,75,1984
1,76,1918
1,47,1983
1,35,1994
1,83,1983
1,62,1929
1,60,1918
1,56,1957.5
1,84,1918
1,51,1956
1,54,1957.5
1,130,1918
1,57,1996
1,49,1957.5
1,43,1972
1,55,1924
1,42,1918
1,60,1954
1,110,1983
1,69,1957
1,71,1983
1,100,1972
1,86,1983
1,40,1991
1,87,1968
1,30,1972
1,21,1966
1,71,1963
1,97,1918
1,62,1955
1,67,1964
1,94,1971
1,56,1972
1,36,1966
1,48,1985
1,65,1965
1,86,1960
1,76,1960
1,93,1955
1,28,1968
1,84,1981
1,95,1918
1,75,1918
1,67,1991
1,68,1970
1,65,1957.5
1,49,1983
1,38,1918
1,67,1936
1,35,1918
1,38,1957.5
1,80,1972
1,103,1959
1,130,1929
1,75,1957.5
1,102,1918
1,79,1986
1,52,1929
1,54,1966
1,36,1967
1,38,1957.5
1,58,1957.5
1,91,1979
1,49,1994
1,96,1939
1,108,1994.5
1,53,1939
1,58,1983
1,58,1954
1,68,1960
1,55,1981
1,54,1955
1,72,1968
1,45,1992
1,35,1972
1,99,1939
1,70,1918
1,66,1972
1,38,1970
1,119,1939
1,87,1962
1,38,1972
1,45,1971
1,86,1929
1,83,1972
1,100,1983
1,57,1955
1,45,1941
1,116,1964
1,30,1972
1,68,1963
1,74,1986
1,80,1973
1,78,1963
1,51,1989
1,58,1918
1,160,1918
1,56,1918
1,23,1969
1,79,1991
1,58,1958
1,155,1918
1,55,1939
1,90,1962
1,63,1979
1,53,1996
1,107,1972
1,50,1991
1,30,1965
1,30,1965
1,31,1957.5
1,44,1994
1,78,1959
1,67,1957.5
1,92,1957.5
1,44,1985
1,96,1979
1,48,1939
1,53,1957.5
1,38,1929
1,30,1959
1,64,1973
1,56,1957.5
1,48,1939
1,66,1957.5
1,62,1939
1,79,1971
1,64,1924
1,77,1918
1,96,1918
1,81,1957.5
1,52,1957.5
1,30,1957.5
1,37,1974
1,50,1929
1,118,1924
1,72,1996
1,74,1939
1,86,1963
1,55,1968
1,88,1957.5
1,63,1982
1,70,1957.5
1,93,1971
1,54,1996
1,82,1929
1,54,1976
1,43,1984
1,40,1938
1,95,1970
1,160,1918
1,56,1967
1,55,1958
1,125,1918
1,36,1972
1,27,1972
1,58,1957.5
1,64,1995
1,84,1957.5
1,60,1976
1,56,1964
1,47,1983
1,86,1937
1,60,1918
1,127,1918
1,55,1957.5
1,51,1932
1,62,1973
1,89,1962
1,75,1982
1,86,1970
1,31,1971
1,38,1957.5
1,75,1962
1,90,1918
1,115,1955
1,65,1918
1,65,1984
1,37,1991
1,66,1963
1,56,1983
1,75,1971
1,54,1983
1,84,1970
1,65,1963
1,47,1972
1,90,1970
1,37,1971
1,63,1964
1,100,1968
1,58,1962
1,56,1984
1,58,1986
1,33,1973
1,64,1961
1,32,1961
1,81,1968
1,76,1939
1,78,1994.5
1,81,1985
1,50,1972
1,38,1958
1,65,1957.5
1,67,1967
1,101,1929
1,26,1960
1,67,1991
1,77,1959
1,57,1972
1,72,1972
1,38,1972
1,57,1977
1,68,1957.5
1,79,1989
1,90,1989
1,65,1968
1,69,1956
1,70,1956
1,50,1972
1,57,1957.5
1,33,1939
1,130,1918
1,58,1955
1,81,1993
1,50,1963
1,60,1929
1,52,1959
1,79,1973
1,41,1986
1,105,1969
1,40,1972
1,69,1983
1,29,1966
1,56,1967
1,120,1918
1,122,1918
1,100,1918
1,87,1980
1,63,1918
1,65,1929
1,110,1929
1,34,1961
1,64,1963
1,72,1972
1,94,1982
1,88,1955
1,35,1971
1,65,1972
1,93,1918
1,73,1957.5
1,54,1918
1,50,1957.5
1,62,1972
1,56,1957.5
1,77,1969
1,60,1961
1,24,1960
1,46,1957.5
1,72,1918
1,46,1952
1,32,1971
1,50,1984
1,77,1957.5
1,39,1957.5
1,67,1957.5
1,98,1963
1,30,1968
1,45,1992
1,58,1929
1,64,1991
1,28,1961
1,80,1970
1,43,1957.5
1,35,1959
1,38,1959
1,49,1963
1,62,1972
1,117,1918
1,59,1960
1,84,1961
1,63,1957.5
1,112,1918
1,56,1969
1,86,1918
1,90,1956
1,59,1958
1,92,1918
1,47,1967
1,65,1957.5
1,62,1918
1,56,1929
1,65,1961
1,95,1959
1,65,1960
1,100,1985
1,80,1929
1,68,1939
1,53,1957.5
1,37,1966
1,73,1972
1,80,1957.5
1,64,1934
1,70,1955
1,67,1961
1,50,1958
1,34,1972
1,134,1918
1,54,1929
1,52,1929
1,65,1994
1,38,1958
1,53,1939
1,70,1961
1,59,1929
1,52,1957.5
1,120,1939
1,65,1929
1,106,1954
1,67,1957.5
1,40,1965
1,66,1959
1,70,1989
1,109,1929
1,30,1971
1,47,1972
1,60,1979
1,60,1929
1,48,1957.5
1,30,1939
1,53,1957.5
1,58,1924
1,88,1951
1,80,1972
1,72,1963
1,69,1964
1,55,1959
1,63,1963
1,37,1957.5
1,155,1929
1,48,1962
1,73,1969
1,54,1960
1,107,1959
1,53,1973
1,86,1939
1,70,1918
1,75,1957.5
1,72,1954
1,72,1970
1,60,1984
1,39,1957.5
1,83,1924
1,120,1918
1,98,1929
1,36,1957.5
1,85,1969
1,83,1972
1,50,1994
1,43,1969
1,48,1966
1,98,1959
1,89,1979
1,85,1980
1,59,1960
1,75,1929
1,62,1918
1,65,1994
1,37,1924
1,97,1994
1,59,1991
1,45,1965
1,42,1983
1,45,1941
1,82,1935
1,38,1995
1,29,1956
1,61,1957.5
1,105,1918
1,43,1918
1,85,1918
1,96,1918
1,85,1957.5
1,82,1957.5
1,54,1957.5
1,28,1957.5
1,71,1973
1,54,1968
1,32,1973
1,77,1994.5
1,21,1972
1,90,1918
1,48,1996
1,52,1957.5
1,66,1929
1,32,1967
1,85,1929
1,50,1956
1,140,1918
1,65,1929
1,80,1929
1,94,1918
1,89,1973
1,33,1970
1,65,1972
1,68,1961
1,56,1918
1,68,1972
1,78,1939
1,115,1955
1,78,1968
1,63,1971
1,67,1972
1,88,1934
1,50,1929
1,95,1918
1,93,1964
1,55,1981
1,50,1967
1,157,1918
1,80,1991
1,43,1991
1,80,1960
1,49,1948
1,50,1918
1,43,1952
1,43,1937
1,47,1952
1,110,1918
1,80,1929
1,63,1957.5
1,48,1957.5
1,50,1918
1,39,1972
1,25,1961
1,62,1956
1,68,1957.5
1,81,1959
1,79,1991
1,72,1976
1,61,1961
1,56,1964
1,60,1918
1,56,1985
1,42,1940
1,84,1970
1,26,1959
1,95,1918
1,76,1929
1,78,1957.5
1,40,1966
1,33,1973
1,80,1981
1,106,1969
1,48,1972
1,64,1960
1,86,1965
1,83,1957.5
1,68,1972
1,57,1988
1,55,1957.5
1,95,1983
1,39,1961
1,85,1973
1,28,1950
1,56,1939
1,32,1991
1,64,1918
1,57,1918
1,40,1994.5
1,110,1918
1,86,1972
1,60,1918
1,32,1968
1,60,1939
1,41,1961
1,49,1957.5
1,33,1961
1,59,1990
1,34,1965
1,35,1929
1,36,1972
1,26,1918
1,137,1918
1,82,1939
1,30,1959
1,72,1991
1,51,1940
1,34,1977
1,29,1959
1,145,1929
1,20,1972
1,56,1957.5
1,35,1939
1,63,1954
1,64,1959
1,73,1968
1,100,1972
1,85,1957.5
1,54,1939
1,39,1957.5
1,78,1961
1,37,1957
1,69,1984
1,30,1960
1,57,1940
1,85,1969
1,20,1957.5
1,68,1957.5
1,56,1962
1,86,1953
1,32,1955
1,74,1960
1,65,1959
1,35,1950
1,83,1961
1,79,1958
1,98,1974
1,101,1929
1,75,1918
1,84,1981
1,51,1958
1,58,1939
1,35,1957
1,56,1972
1,61,1954
1,77,1968
1,65,1993
1,33,1983
1,96,1929
1,136,1929
1,68,1981
1,56,1970
1,76,1939
1,49,1994
1,41,1973
1,60,1963
1,63,1918
1,58,1967
1,44,1957.5
1,72,1993
1,70,1930
1,55,1939
1,76,1963
1,63,1924
1,72,1974
1,82,1939
1,44,1991
1,87,1918
1,102,1929
1,124,1918
1,46,1948
1,35,1957.5
1,60,1984
1,81,1986
1,85,1957.5
1,49,1963
1,35,1972
1,57,1929
1,50,1971
1,78,1939
1,45,1959
1,77,1967
1,48,1988
1,65,1957.5
1,52,1932
1,32,1972
1,28,1957.5
1,52,1957.5
1,65,1972
1,68,1952
1,54,1957.5
1,90,1918
1,83,1964
1,63,1960
1,43,1918
1,40,1990
1,36,1979
1,75,1929
1,67,1924
1,77,1956
1,32,1957.5
1,21,1959
1,62,1973
1,100,1963
1,33,1972
1,60,1973
1,62,1939
1,63,1936
1,97,1974
1,67,1939
1,47,1984
1,60,1957.5
1,31,1918
1,64,1973
1,86,1950
1,99,1918
1,63,1968
1,120,1924
1,95,1939
1,67,1959
1,110,1957.5
1,41,1972
1,44,1918
1,80,1954
1,112,1918
1,75,1967
1,120,1971
1,85,1988
1,160,1918
1,53,1973
1,86,1985
1,93,1918
1,67,1971
1,83,1918
1,110,1918
1,41,1972
1,62,1953
1,50,1924
1,43,1983
1,36,1957
1,123,1957.5
1,54,1918
1,40,1960
1,60,1970
1,60,1966
1,125,1918
1,50,1957
1,84,1972
1,72,1939
1,60,1968
1,83,1966
1,45,1960
1,99,1972
1,102,1918
1,45,1918
1,74,1960
1,87,1957
1,70,1918
1,45,1966
1,78,1960
1,75,1986
1,34,1994
1,63,1957
1,110,1972
1,86,1918
1,148,1918
1,106,1924
1,95,1918
1,29,1960
1,78,1983
1,90,1957
1,47,1939
1,67,1957
1,105,1918
1,72,1972
1,62,1960
1,64,1983
1,55,1957
1,68,1948
1,33,1968
1,66,1948
1,74,1966
1,46,1966
1,107,1918
1,71,1960
1,78,1960
1,120,1918
1,68,1960
1,50,1957
1,63,1960
1,61,1960
1,85,1968
1,73,1960
1,65,1988
1,29,1996
1,80,1957.5
1,57,1924
1,35,1960
1,71,1960
1,91,1924
1,91,1980
1,62,1981
1,102,1980
1,63,1960
1,84,1918
1,58,1974
1,62,1987
1,69,1967
1,58,1972
1,50,1957
1,65,1960
1,70,1957
1,86,1973
1,92,1973
1,108,1957.5
1,74,1967
1,85,1966
1,65,1960
1,43,1948
1,32,1966
1,45,1966
1,65,1957.5
1,44,1966
1,81,1957
1,91,1966
1,72,1972
1,47,1972
1,52,1969
1,80,1970
1,53,1993
1,99,1977
1,89,1924
1,36,1918
1,84,1957.5
1,64,1974
1,70,1924
1,63,1957
1,54,1957.5
1,48,1966
1,178,1990
1,82,1918
1,58,1957
1,69,1957
1,47,1967
1,66,1967
1,31,1966
1,39,1971
1,30,1957
1,62,1948
1,29,1972
1,47,1972
1,52,1957
1,85,1966
1,55,1973
1,111,1957.5
1,67,1957.5
1,48,1970
1,90,1974
1,38,1972
1,60,1960
1,96,1981
1,82,1966
1,79,1966
1,73,1973
1,100,1994.5
1,92,1973
1,34,1918
1,72,1983
1,84,1973
1,65,1974
1,94,1974
1,65,1973
1,105,1918
1,24,1957.5
1,90,1924
1,45,1918
1,71,1957
1,53,1972
1,136,1971
1,154,1924
1,75,1918
1,74,1957
1,96,1960
1,42,1966
1,72,1957.5
1,57,1957
1,89,1957
1,76,1957
1,118,1924
1,99,1972
1,28,1971
1,66,1948
1,56,1960
1,75,1957
1,36,1960
1,74,1939
1,48,1957
1,37,1992
1,72,1924
1,63,1918
1,80,1957
1,54,1939
1,99,1972
1,22,1972
1,58,1957
1,79,1966
1,37,1966
1,65,1960
1,47,1996
1,58,1960
1,39,1970
1,30,1966
1,51,1960
1,73,1969
1,73,1960
1,24,1974
1,38,1939
1,97,1987
1,20,1973
1,71,1966
1,58,1957.5
1,127,1957.5
1,140,1918
1,69,1924
1,64,1972
1,82,1924
1,79,1960
1,65,1924
1,92,1957.5
1,49,1948
1,61,1985
1,76,1918
1,30,1957.5
1,43,1918
1,74,1970
1,65,1957
1,83,1918
1,98,1918
1,58,1957
1,106,1924
1,50,1973
1,30,1960
1,58,1990
1,50,1957
1,49,1960
1,38,1960
1,42,1957.5
1,72,1960
1,61,1957
1,87,1974
1,55,1966
1,50,1991
1,149,1918
1,60,1973
1,74,1972
1,97,1957
1,80,1957.5
1,45,1960
1,46,1924
1,94,1966
1,73,1974
1,54,1971
1,78,1975
1,95,1972
1,67,1957
1,75,1918
1,29,1973
1,64,1957.5
1,69,1972
1,114,1980
1,89,1977
1,70,1972
1,54,1924
1,73,1957.5
1,72,1966
1,73,1966
1,36,1980
1,68,1918
1,49,1924
1,23,1966
1,110,1966
1,34,1960
1,146,1918
1,60,1957.5
1,105,1948
1,38,1918
1,95,1918
1,74,1967
1,89,1972
1,83,1992
1,82,1991
1,53,1967
1,94,1982
1,35,1973
1,33,1957
1,207,1918
1,74,1924
1,80,1973
1,98,1969
1,44,1957
1,32,1966
1,57,1996
1,50,1918
1,101,1957
1,70,1983
1,85,1960
1,91,1924
1,65,1970
1,65,1948
1,30,1960
1,50,1973
1,60,1985
1,116,1993
1,72,1969
1,67,1960
1,86,1960
1,91,1966
1,78,1948
1,76,1966
1,32,1974
1,71,1967
1,33,1966
1,77,1997
1,77,1957.5
1,65,1924
1,85,1975
1,49,1957
1,66,1983
1,48,1960
1,51,1918
1,95,1924
1,78,1918
1,65,1960
1,53,1957
1,33,1983
1,157,1957
1,57,1972
1,66,1918
1,78,1918
1,108,1924
1,38,1918
1,66,1957
1,96,1948
1,108,1966
1,95,1972
1,56,1957
1,82,1939
1,55,1966
1,108,1918
1,122,1957
1,89,1939
1,67,1918
1,35,1960
1,40,1973
1,162,1982
1,62,1957
1,87,1957.5
1,46,1924
1,44,1957.5
1,43,1957
1,124,1918
1,30,1972
1,52,1918
1,56,1957
1,67,1960
1,34,1972
1,60,1966
1,55,1957.5
1,65,1918
1,104,1972
1,32,1972
1,82,1973
1,80,1957.5
1,72,1960
1,97,1976
1,87,1983
1,56,1918
1,29,1957.5
1,79,1918
1,85,1918
1,107,1971
1,76,1974
1,81,1924
1,50,1957.5
1,100,1918
1,52,1918
1,100,1966
1,40,1990
1,61,1984
1,42,1957
1,95,1918
1,56,1918
1,49,1966
1,66,1966
1,110,1989
1,75,1986
1,31,1957
1,65,1918
1,30,1975
1,81,1924
1,71,1924
1,50,1948
1,36,1948
1,74,1972
1,66,1957
1,66,1948
1,60,1939
1,150,1918
1,95,1948
1,100,1957
1,42,1972
1,48,1918
1,43,1918
1,55,1968
1,75,1957.5
1,73,1972
1,28,1972
1,45,1960
1,96,1924
1,127,1918
1,36,1991
1,40,1960
1,74,1967
1,85,1918
1,68,1957.5
1,58,1966
1,86,1957.5
1,58,1969
1,51,1948
1,78,1957.5
1,70,1957
1,78,1986
1,68,1969
1,47,1966
1,27,1990
1,58,1969
1,68,1972
1,120,1966
1,75,1918
1,60,1970
1,80,1960
1,69,1985
1,74,1972
1,52,1975
1,65,1972
1,30,1966
1,20,1960
1,80,1973
1,69,1960
1,49,1957.5
1,73,1966
1,33,1972
1,102,1988
1,95,1972
1,33,1976
1,35,1971
1,46,1948
1,53,1939
1,83,1960
1,76,1924
1,56,1918
1,46,1960
1,73,1918
1,75,1924
1,60,1924
1,61,1957
1,78,1918
1,50,1957
1,80,1957
1,104,1999
1,43,1948
1,57,1983
1,55,1966
1,52,1939
1,65,1967
1,76,1924
1,36,1967
1,74,1957
1,53,1924
1,72,1918
1,108,1924
1,60,1960
1,30,1967
1,138,1918
1,58,1960
1,106,1960
1,80,1957
1,77,1939
1,52,1939
1,78,1960
1,62,1957
1,98,1948
1,35,1980
1,72,1966
1,60,1957
1,76,1973
1,37,1991
1,70,1924
1,29,1972
1,65,1969
1,75,1993
1,100,1960
1,60,1978
1,94,1973
1,39,1966
1,35,1960
1,62,1918
1,84,1918
1,72,1918
1,48,1957
1,103,1948
1,80,1957.5
1,72,1966
1,68,1967
1,67,1966
1,55,1966
1,90,1918
1,49,1918
1,74,1948
1,62,1972
1,54,1960
1,53,1957
1,72,1918
1,63,1957.5
1,53,1957
1,62,1918
1,87,1948
1,56,1992
1,42,1972
1,36,1973
1,110,1972
1,33,1957.5
1,77,1966
1,64,1960
1,52,1966
1,73,1972
1,30,1986
1,100,1973
1,80,1957
1,70,1918
1,45,1967
1,89,1972
1,133,1924
1,73,1999
1,52,1918
1,66,1918
1,38,1968
1,98,1957
1,65,1957
1,111,1918
1,63,1918
1,71,1966
1,33,1970
1,83,1957
1,74,1918
1,84,1973
1,84,1975
1,80,1957.5
1,60,1957
1,176,1918
1,77,1973
1,54,1997
1,72,1999
1,50,1996
1,66,1960
1,79,1988
1,47,1967
1,30,1972
1,85,1991
1,60,1972
1,86,1972
1,79,1957.5
1,53,1966
1,99,1976
1,87,1993
1,63,1991
1,46,1972
1,47,1970
1,59,1969
1,49,1966
1,26,1971
1,104,1998
1,71,1984
1,93,1924
1,90,1966
1,74,1966
1,56,1924
1,76,1957.5
1,61,1924
1,60,1924
1,41,1918
1,95,1918
1,90,1918
1,38,1960
1,50,1993
1,91,1966
1,67,1972
1,64,1974
1,60,1983
1,63,1982
1,70,1971
1,60,1948
1,84,1972
1,97,1983
1,29,1957.5
1,55,1967
1,67,1969
1,74,1966
1,67,1948
1,63,1966
1,35,1994.5
1,52,1995
1,44,1948
1,60,1986
1,55,1960
1,67,1973
1,86,1957.5
1,92,1918
1,98,1918
1,89,1957.5
1,57,1971
1,71,1966
1,43,1924
1,63,1974
1,65,1957.5
1,70,1918
1,80,1957
1,61,1918
1,31,1972
1,49,1972
1,52,1957
1,87,1966
1,55,1969
1,88,1974
1,108,1974
1,60,1957.5
1,60,1966
1,59,1983
1,45,1957.5
1,60,1918
1,54,1973
1,83,1966
1,33,1966
1,58,1918
1,103,1918
1,55,1948
1,79,1957.5
1,88,1967
1,86,1972
1,108,1973
1,52,1957.5
1,72,1966
1,94,1924
1,40,1972
1,77,1972
1,77,1957
1,76,1960
1,50,1957
1,101,1918
1,63,1982
1,93,1974
1,77,1966
1,180,1960
1,60,1957.5
1,59,1924
1,70,1918
1,32,1968
1,36,1997
1,66,1957.5
1,75,1957
1,50,1984
1,190,1918
1,31,1972
1,60,1972
1,98,1918
1,74,1966
1,73,1966
1,69,1924
1,49,1957.5
1,59,1957
1,60,1960
1,25,1973
1,96,1967
1,70,1969
1,96,1985
1,67,1924
1,56,1972
1,76,1968
1,58,1969
1,159,1918
1,60,1960
1,82,1960
1,72,1948
1,56,1960
1,96,1970
1,71,1966
1,80,1973
1,101,1973
1,62,1969
1,89,1960
1,79,1997
1,81,1918
1,33,1957
1,90,1957
1,35,1966
1,60,1968
1,70,1918
1,84,1948
1,65,1918
1,62,1924
1,55,1957.5
1,84,1995
1,72,1918
1,95,1957
1,51,1957
1,35,1960
1,83,1957
1,46,1918
1,66,1982
1,49,1918
1,75,1985
1,53,1972
1,70,1981
1,70,1918
1,120,1918
1,54,1957
1,58,1983
1,96,1973
1,80,1948
1,220,1971
1,110,1973
1,100,1918
1,66,1996
1,49,1939
1,145,1983
1,45,1924
1,61,1972
1,52,1957
1,93,1957.5
1,73,1972
1,48,1966
1,66,1986
1,36,1970
1,60,1999
1,96,1972
1,37,1973
1,71,1993
1,31,1972
1,40,1969
1,78,1969
1,78,1969
1,78,1972
1,90,1990
1,58,1983
1,82,1966
1,70,1966
1,30,1970
1,60,1966
1,70,1967
1,93,1948
1,45,1972
1,104,1972
1,93,1960
1,160,1918
1,46,1939
1,55,1983
1,35,1957
1,99,1966
1,44,1957.5
1,55,1939
1,35,1972
1,46,1939
1,91,1991
1,61,1924
1,56,1948
1,37,1948
1,32,1972
1,26,1960
1,70,1966
1,63,1973
1,53,1972
1,96,1918
1,95,1972
1,99,1918
1,78,1960
1,106,1918
1,66,1957
1,56,1957
1,85,1957.5
1,35,1972
1,76,1924
1,45,1957.5
1,71,1924
1,54,1996
1,70,1966
1,97,1972
1,90,1918
1,130,1918
1,110,1918
1,70,1960
1,65,1918
1,78,1957
1,51,1966
1,73,1924
1,58,1972
1,100,1939
1,100,1972
1,57,1969
1,82,1973
1,55,1957
1,52,1960
1,55,1957
1,48,1918
1,68,1957.5
1,61,1957
1,56,1957
1,66,1924
1,86,1972
1,75,1968
1,70,1972
1,64,1957
1,55,1987
1,67,1997
1,73,1969
1,92,1960
1,68,1972
1,70,1980
